﻿"﻿﻿﻿文件夹",文件名,控件名,控件文本,Key,控件路径,md5,文件路径,无效,无引用
guildCrossWar,WarringLeftPanel.csd,_playerPower,13256万,,/_resource/_playerPower,16efd07472fc225eead4175b16642fa4,guildCrossWar/WarringLeftPanel.csd,1,
guildCrossWar,WarringRightPanel.csd,_playerName,毒嘴大猪蹄子,,/_resource/_playerName,596b31b64b2a68039f46156d889c23ac,guildCrossWar/WarringRightPanel.csd,1,
guildCrossWar,WarringRightPanel.csd,_playerPower,13256万,,/_resource/_playerPower,596b31b64b2a68039f46156d889c23ac,guildCrossWar/WarringRightPanel.csd,1,
guildCrossWarGuess,PopupInspireView.csd,_txtCurAtk,当  前：攻击时造成的伤害+2,,/_panelDesign/_txtCurAtk,11ce696d75fa8ae1d40b516365ef0259,guildCrossWarGuess/PopupInspireView.csd,1,
guildCrossWarGuess,PopupInspireView.csd,_txtNextAtk,下一级：攻击时造成的伤害+3,,/_panelDesign/_txtNextAtk,11ce696d75fa8ae1d40b516365ef0259,guildCrossWarGuess/PopupInspireView.csd,1,
guildCrossWarGuess,PopupInspireView.csd,_txtCurDef,当  前：攻击时造成的伤害+3,,/_panelDesign/_txtCurDef,11ce696d75fa8ae1d40b516365ef0259,guildCrossWarGuess/PopupInspireView.csd,1,
guildCrossWarGuess,PopupInspireView.csd,_txtNextDef,下一级：攻击时造成的伤害+3,,/_panelDesign/_txtNextDef,11ce696d75fa8ae1d40b516365ef0259,guildCrossWarGuess/PopupInspireView.csd,1,
guildCrossWarGuess,PopupInspireView.csd,_txtAtkEnough,已满级,editor.guildCrossWarGuess.6,/_panelDesign/Panel_52/_txtAtkEnough,11ce696d75fa8ae1d40b516365ef0259,guildCrossWarGuess/PopupInspireView.csd,,
guildCrossWarGuess,PopupInspireView.csd,_txtDefEnough,已满级,editor.guildCrossWarGuess.6,/_panelDesign/Panel_52_0/_txtDefEnough,11ce696d75fa8ae1d40b516365ef0259,guildCrossWarGuess/PopupInspireView.csd,,
guildCrossWarGuess,PopupSupportView.csd,Text_3,军团兵力支持人数越多，兵力上限越高,editor.guildCrossWar.12,/Panel_1/Text_3,b75424b710d7a02d013a297d457a929f,guildCrossWarGuess/PopupSupportView.csd,,
guildCrossWarGuess,PopupSupportView.csd,_txtDesc,"支援的军团在跨服军团战
中获得前8名，可获得奖励：",,/Panel_1/_imgDrop/_txtDesc,b75424b710d7a02d013a297d457a929f,guildCrossWarGuess/PopupSupportView.csd,1,
guildCrossWarGuess,SupportItem.csd,Text_17,团长:,editor.guildCrossWarGuess.1,/_resource/Image_11/Text_17,4084cda9a13ab341d73ea6600673372e,guildCrossWarGuess/SupportItem.csd,,
guildCrossWarGuess,SupportItem.csd,_txtGuildLeader,油卡大男子图鉴,,/_resource/Image_11/_txtGuildLeader,4084cda9a13ab341d73ea6600673372e,guildCrossWarGuess/SupportItem.csd,1,
guildCrossWarGuess,SupportItem.csd,Text_13_1,战力：,editor.guildCrossWarGuess.2,/_resource/Image_11_0/Text_13_1,4084cda9a13ab341d73ea6600673372e,guildCrossWarGuess/SupportItem.csd,,
guildCrossWarGuess,SupportItem.csd,Text_13_1_0,据点：,editor.guildCrossWarGuess.3,/_resource/Image_11_1/Text_13_1_0,4084cda9a13ab341d73ea6600673372e,guildCrossWarGuess/SupportItem.csd,,
guildCrossWarGuess,SupportItem.csd,_txtPoint,无,editor.guildCrossWar.10,/_resource/Image_11_1/_txtPoint,4084cda9a13ab341d73ea6600673372e,guildCrossWarGuess/SupportItem.csd,,
guildCrossWarGuess,SupportItem.csd,Text_13,支援人数：,editor.guildCrossWarGuess.4,/_resource/Image_11_2/Text_13,4084cda9a13ab341d73ea6600673372e,guildCrossWarGuess/SupportItem.csd,,
guildCrossWarGuess,SupportItem.csd,Text_13_0,支援兵力：,editor.guildCrossWarGuess.5,/_resource/Image_11_2/Text_13_0,4084cda9a13ab341d73ea6600673372e,guildCrossWarGuess/SupportItem.csd,,
guildCrossWarGuess,SupportItem.csd,_txtSupportSoilder,兵力上限+10,,/_resource/Image_11_2/_txtSupportSoilder,4084cda9a13ab341d73ea6600673372e,guildCrossWarGuess/SupportItem.csd,1,
historyhero,HistoryHeroDetailAwakenCell.csd,_heroName,秦始皇,,/_panelBg/_heroName,776851deea0bb9a86a42dbf5d0845efa,historyhero/HistoryHeroDetailAwakenCell.csd,1,
historyhero,HistoryHeroDetailAwakenCell.csd,_tips,描述,,/_panelBg/_tips,776851deea0bb9a86a42dbf5d0845efa,historyhero/HistoryHeroDetailAwakenCell.csd,1,
historyhero,HistoryHeroDetailWeaponModule.csd,_weaponName,秦始皇,,/_panelBg/_weaponName,97a4b53c68914565d9f2d62a206c58d8,historyhero/HistoryHeroDetailWeaponModule.csd,1,
historyhero,HistoryHeroTrainView.csd,_labelFormation,已上阵,,/_panelDesign/_nodeAttr/_attrBg/_labelFormation,3cc9c0e15fe84d4155fe03b2101fb3ca,historyhero/HistoryHeroTrainView.csd,1,
historyhero,HistoryHeroTrainView.csd,titleAttack,攻击,editor.guildwarbattle.8,/_panelDesign/_nodeAttr/_attrBg/_node1/titleAttack,3cc9c0e15fe84d4155fe03b2101fb3ca,historyhero/HistoryHeroTrainView.csd,,
historyhero,HistoryHeroTrainView.csd,titlelLife,生命,editor.historyhero.6,/_panelDesign/_nodeAttr/_attrBg/_node2/titlelLife,3cc9c0e15fe84d4155fe03b2101fb3ca,historyhero/HistoryHeroTrainView.csd,,
historyhero,HistoryHeroTrainView.csd,titlePDef,物防,editor.historyhero.7,/_panelDesign/_nodeAttr/_attrBg/_node3/titlePDef,3cc9c0e15fe84d4155fe03b2101fb3ca,historyhero/HistoryHeroTrainView.csd,,
historyhero,HistoryHeroTrainView.csd,titleMDef,法防,editor.historyhero.8,/_panelDesign/_nodeAttr/_attrBg/_node4/titleMDef,3cc9c0e15fe84d4155fe03b2101fb3ca,historyhero/HistoryHeroTrainView.csd,,
historyhero,HistoryWeaponDetailHeroIcon.csd,TextName,秦始皇,,/TextName,9d28b7b8e10c00676418b5db62b1cc6d,historyhero/HistoryWeaponDetailHeroIcon.csd,1,
historyhero,HistoryWeaponDetailHeroIcon.csd,Desc,"秦始皇秦始皇秦始皇
秦始皇",,/Desc,9d28b7b8e10c00676418b5db62b1cc6d,historyhero/HistoryWeaponDetailHeroIcon.csd,1,
historyhero,PopupHistoryHeroWeaponDetail.csd,_hasText,已拥有,editor.horse.3,/Panel_root/_hasText,040ba13a1b130ee6089912b43d409192,historyhero/PopupHistoryHeroWeaponDetail.csd,,
homeland,HomelandPraySignNode.csd,Text_1,解卦签文,,/_imageFront/Text_1,eb838217aa39c5392b4cd5a94b224044,homeland/HomelandPraySignNode.csd,,
homeland,HomelandPraySignNode.csd,_textName,乾坤一掷,,/_imageFront/_textName,eb838217aa39c5392b4cd5a94b224044,homeland/HomelandPraySignNode.csd,1,
homeland,PopupHomelandPray.csd,Text1,每次解签消耗,editor.homeland.17,/Text1,bb911223e76548913ce938719ec96869,homeland/PopupHomelandPray.csd,,
mineCraft,MineMoveCar.csd,_guildName,牛逼军团名字,,/_nodeFlag/_guildName,05d624eb575c254a4f9347864cd6257e,mineCraft/MineMoveCar.csd,1,
package,PackageHistoryHeroCell.csd,_desc1,描述123描述123描述123描述123描,,/_resourceNode/_item1/_desc1,cadd28bfacbbfef15c0be5d70d075b4d,package/PackageHistoryHeroCell.csd,1,
package,PackageHistoryHeroCell.csd,_equipedName1,护佑xxx中,,/_resourceNode/_item1/_equipedName1,cadd28bfacbbfef15c0be5d70d075b4d,package/PackageHistoryHeroCell.csd,1,
package,PackageHistoryHeroCell.csd,_desc2,描述123描述123描述123描述123描,,/_resourceNode/_item2/_desc2,cadd28bfacbbfef15c0be5d70d075b4d,package/PackageHistoryHeroCell.csd,1,
package,PackageHistoryHeroCell.csd,_equipedName2,护佑xxx中,,/_resourceNode/_item2/_equipedName2,cadd28bfacbbfef15c0be5d70d075b4d,package/PackageHistoryHeroCell.csd,1,
package,PackageHistoryHeroWeaponCell.csd,_desc1,描述123描述123描述123描述123描,,/_resourceNode/_item1/_desc1,e5a4bf48ed0ad2e69112de2212730614,package/PackageHistoryHeroWeaponCell.csd,1,
package,PackageHistoryHeroWeaponCell.csd,_desc2,描述123描述123描述123描述123描,,/_resourceNode/_item2/_desc2,e5a4bf48ed0ad2e69112de2212730614,package/PackageHistoryHeroWeaponCell.csd,1,
redPacketRain,RedPacketRainRankCell.csd,_textName,安迪胡迪,,/_panelBase/_textName,581f1cf81eb08164edac93a6e0635344,redPacketRain/RedPacketRainRankCell.csd,1,
redPacketRain,RedPacketRainRankNode.csd,titleCount,名次,editor.guildAnswer.7,/_nodeBg/Image_13/titleCount,801408aa940d24c4b645d4dcb7ea20f6,redPacketRain/RedPacketRainRankNode.csd,,
redPacketRain,RedPacketRainRankNode.csd,titleName,名称,editor.friend.4,/_nodeBg/Image_13/titleName,801408aa940d24c4b645d4dcb7ea20f6,redPacketRain/RedPacketRainRankNode.csd,,
redPacketRain,RedPacketRainRankNode.csd,TextPacketCount,红包数,,/_nodeBg/Image_13/TextPacketCount,801408aa940d24c4b645d4dcb7ea20f6,redPacketRain/RedPacketRainRankNode.csd,,
redPacketRain,RedPacketRainRankNode.csd,TextMoneyCount,元宝数,,/_nodeBg/Image_13/TextMoneyCount,801408aa940d24c4b645d4dcb7ea20f6,redPacketRain/RedPacketRainRankNode.csd,,
redPet,RedPetAvatar.csd,_avatarName,名字,editor.horse.4,/_name/_avatarName,f88fbc260636285558999fcdcabec3fb,redPet/RedPetAvatar.csd,1,
redPet,RedPetView.csd,Text_2,消耗,editor.customactivity.3,/_panelDesign/_panelBottom/_costBg/Text_2,1b1d86de129ed074b8167922fa7ea1c7,redPet/RedPetView.csd,,
redPet,RedPetView.csd,Text_2_0,消耗,editor.customactivity.3,/_panelDesign/_panelBottom/_costBg/Text_2_0,1b1d86de129ed074b8167922fa7ea1c7,redPet/RedPetView.csd,,
redPet,RedPetView.csd,Text_6,消耗,editor.customactivity.3,/_panelDesign/_panelBottom/_awardBg/Text_6,1b1d86de129ed074b8167922fa7ea1c7,redPet/RedPetView.csd,,
redPet,RedPetView.csd,Text_6_0,可刷新神兽,,/_panelDesign/_panelBottom/_awardBg/Text_6_0,1b1d86de129ed074b8167922fa7ea1c7,redPet/RedPetView.csd,,
redPet,RedPetView.csd,_refreshCost,200元宝,,/_panelDesign/_panelBottom/_awardBg/_refreshCost,1b1d86de129ed074b8167922fa7ea1c7,redPet/RedPetView.csd,1,
return,ReturnDailyActivityCell.csd,_textPlayerName,暗黑逗逼邱莹莹,,/_resourceNode/root/_textPlayerName,00b2ba18f7e411ea5c208cdc21ff0283,return/ReturnDailyActivityCell.csd,1,
return,ReturnPrivilegeCell.csd,_textName,武将招募,,/_resourceNode/_textName,bfd160797da22f763885616299f4ca99,return/ReturnPrivilegeCell.csd,1,
returnServer,PopupReturnAwardCell.csd,_textLevel,等级到达10级,,/_resourceNode/_textLevel,80658a9ed1415fa34855f2e0f23c6a29,returnServer/PopupReturnAwardCell.csd,1,
returnServer,PopupReturnConfirm.csd,Text_11,您是否要回归本服,,/Image_13/_node1/Text_11,802f97384dccc87e9599090809f52c61,returnServer/PopupReturnConfirm.csd,,
returnServer,PopupReturnConfirm.csd,Text_11_0,注意：确认回归本服后，将无法再进入,,/Image_13/_node1/Text_11_0,802f97384dccc87e9599090809f52c61,returnServer/PopupReturnConfirm.csd,,
returnServer,PopupReturnConfirm.csd,Text_11_0_0,其它回归服!,,/Image_13/_node1/Text_11_0_0,802f97384dccc87e9599090809f52c61,returnServer/PopupReturnConfirm.csd,,
returnServer,PopupReturnConfirm.csd,Text_12,主公，您在其他服务器已确认回归，因,,/Image_13/_node2/Text_12,802f97384dccc87e9599090809f52c61,returnServer/PopupReturnConfirm.csd,,
returnServer,PopupReturnConfirm.csd,Text_12_0,此在本服已不能继续游戏，请返回其他,,/Image_13/_node2/Text_12_0,802f97384dccc87e9599090809f52c61,returnServer/PopupReturnConfirm.csd,,
returnServer,PopupReturnConfirm.csd,Text_12_0_0,回归服,,/Image_13/_node2/Text_12_0_0,802f97384dccc87e9599090809f52c61,returnServer/PopupReturnConfirm.csd,,
seasonSilk,PopupSilkRecommand.csd,titleName,锦囊组,editor.seasonSilk.5,/Panel_center/_titleBG/titleName,10fb43d18ae1466fcb636f2d77995ac8,seasonSilk/PopupSilkRecommand.csd,,
seasonSilk,PopupSilkRecommand.csd,titlePrice,选择,editor.seasonSilk.6,/Panel_center/_titleBG/titlePrice,10fb43d18ae1466fcb636f2d77995ac8,seasonSilk/PopupSilkRecommand.csd,,
seasonSilk,PopupSilkRecommandCell.csd,_textDesc,连续控制：反正你动不了就很难受！,,/_resource/_textDesc,b51ea087e30398acaa72a34c899f3b9a,seasonSilk/PopupSilkRecommandCell.csd,1,
system,PopupRealName2.csd,Text_3,实名认证,,/Image_1/Text_3,fef04d9314a46c985997f54239aac584,system/PopupRealName2.csd,,
system,PopupRealName2.csd,TextName,真实姓名：,editor.svip.8,/Image_1/TextName,fef04d9314a46c985997f54239aac584,system/PopupRealName2.csd,,
system,PopupRealName2.csd,TextId,身份证号：,editor.system.1,/Image_1/TextId,fef04d9314a46c985997f54239aac584,system/PopupRealName2.csd,,
tactics,PopupTacticsUnclock.csd,_txtEmpty,主公您没有符合条件的武将,,/Image_402/_txtEmpty,c4d4063d9ec5ad9ef9957e98d53fc3da,tactics/PopupTacticsUnclock.csd,,
tactics,PopupTacticsUnclock.csd,_txtUnlockTip,点击勾选任意2个红色品质武将，即可解锁此战法位,,/Image_402/_imgTop/_txtUnlockTip,c4d4063d9ec5ad9ef9957e98d53fc3da,tactics/PopupTacticsUnclock.csd,1,
tactics,PopupTacticsUnclockCell.csd,_textHeroName1,曹仁+8,,/_resource/_item1/Image_2/_textHeroName1,3385216f8423d65f5a953019f93a7ce1,tactics/PopupTacticsUnclockCell.csd,1,
tactics,PopupTacticsUnclockCell.csd,_textHeroName2,曹仁+8,,/_resource/_item2/Image_2/_textHeroName2,3385216f8423d65f5a953019f93a7ce1,tactics/PopupTacticsUnclockCell.csd,1,
tactics,PopupTacticsUnclockCell.csd,_textHeroName3,曹仁+8,,/_resource/_item3/Image_2/_textHeroName3,3385216f8423d65f5a953019f93a7ce1,tactics/PopupTacticsUnclockCell.csd,1,
tactics,PopupTacticsUnclockCell.csd,_textHeroName4,曹仁+8,,/_resource/_item4/Image_2/_textHeroName4,3385216f8423d65f5a953019f93a7ce1,tactics/PopupTacticsUnclockCell.csd,1,
tactics,PopupTacticsUnclockCell.csd,_textHeroName5,曹仁+8,,/_resource/_item5/Image_2/_textHeroName5,3385216f8423d65f5a953019f93a7ce1,tactics/PopupTacticsUnclockCell.csd,1,
tactics,PopupTacticsUnclockCell.csd,_textHeroName6,曹仁+8,,/_resource/_item6/Image_2/_textHeroName6,3385216f8423d65f5a953019f93a7ce1,tactics/PopupTacticsUnclockCell.csd,1,
tactics,TacticsItem.csd,_txtUnlock,可解锁,,/_resourceNode/_txtUnlock,cf1f6882dd7fb51574e117b792c32932,tactics/TacticsItem.csd,,
tactics,TacticsItem.csd,_txtName,暗度陈仓,,/_resourceNode/_txtName,cf1f6882dd7fb51574e117b792c32932,tactics/TacticsItem.csd,1,
tactics,TacticsItem.csd,_txtHero,孙尚香,,/_resourceNode/_txtHero,cf1f6882dd7fb51574e117b792c32932,tactics/TacticsItem.csd,1,
tactics,TacticsView.csd,_txtName,过河拆桥,,/_panelDesign/_imgBg/_layoutInfo/_txtName,76de92798e45727e4c14323927b1e410,tactics/TacticsView.csd,1,
team,TeamHeroNode.csd,_textYuanFenDes9,瞎子摸象,,/_panelDesign/_panelAttr/_scAttr/_panelKarma/Panel_9/_textYuanFenDes9,e4ab574c8a80912a79ebc92edb915d9b,team/TeamHeroNode.csd,1,
team,TeamHeroNode.csd,_textYuanFenDes10,瞎子摸象,,/_panelDesign/_panelAttr/_scAttr/_panelKarma/Panel_10/_textYuanFenDes10,e4ab574c8a80912a79ebc92edb915d9b,team/TeamHeroNode.csd,1,
team,TeamHistoryHeroIcon.csd,TextName,名将·秦始皇,,/TextName,9fec4f83dcf0fbe46c3ff5699aceeac4,team/TeamHistoryHeroIcon.csd,1,
team,TeamInstrumentIcon.csd,TextTip,xx级解锁神兵,,/ImageBg/TextTip,0e309362b1636e891b661e35b7437e6b,team/TeamInstrumentIcon.csd,1,
team,TeamTacticsPositionIcon.csd,_txtInfo,解锁,,/_resourceNode/_txtInfo,7398b059674ca11735c3ee672a607470,team/TeamTacticsPositionIcon.csd,1,
tenJadeAuction,TenJadeAuctionCell.csd,_textItemName,玄武金刚玉·牛逼,,/_resourceNode/_textItemName,6471009e0b5073572c590d214c69581f,tenJadeAuction/TenJadeAuctionCell.csd,1,
tenJadeAuction,TenJadeAuctionView.csd,_labelTimeTitle,倒计时,editor.campRace.2,/_panelDesign/_labelTimeTitle,08581002feb2e42a2662e07f9a1bb0bc,tenJadeAuction/TenJadeAuctionView.csd,1,
tenJadeAuction,TenJadeAuctionView.csd,_labelFocusTip,点亮商品页签爱心可标记为关注商品！,,/_panelDesign/_labelFocusTip,08581002feb2e42a2662e07f9a1bb0bc,tenJadeAuction/TenJadeAuctionView.csd,1,
tenJadeAuction,TenJadeAuctionView.csd,_labelEndTip,拍卖已结束,,/_panelDesign/_labelEndTip,08581002feb2e42a2662e07f9a1bb0bc,tenJadeAuction/TenJadeAuctionView.csd,1,
treasure,TreasureTrainJadeLayer.csd,_textTips,该宝物无法镶嵌玉石,,/_textTips,100d1d0645a2a8a872b608dc42b91781,treasure/TreasureTrainJadeLayer.csd,1,
treasure,TreasureTrainJadeLayer.csd,_textName,四神,,/_panelDesign/_textName,100d1d0645a2a8a872b608dc42b91781,treasure/TreasureTrainJadeLayer.csd,1,
treasure,TreasureTrainJadeLayer.csd,_textFrom,装备与甄姬,,/_panelDesign/_textFrom,100d1d0645a2a8a872b608dc42b91781,treasure/TreasureTrainJadeLayer.csd,1,
treasure,TreasureTrainStrengthenLayer.csd,_textMaterialTip,长按道具可连续使用,editor.pet.6,/_panelDesign/Panel_2/_panelMaterial/_textMaterialTip,856abb2c044b3a9d5b12a961b21cbe28,treasure/TreasureTrainStrengthenLayer.csd,,
tshirt,PopupTShirtDetail.csd,Text_1,(礼品以实物为准),,/Text_1,fa2fb0ed906d371ace0c7cf4032f534a,tshirt/PopupTShirtDetail.csd,,
tshirt,PopupTShirtDetail.csd,TextContinue,点击任意空白区域返回,,/ImageContinue/TextContinue,fa2fb0ed906d371ace0c7cf4032f534a,tshirt/PopupTShirtDetail.csd,,
tshirt,PopupTShirtView.csd,Text_1_0,(礼品以实物为准),,/ImageBg/_node1/Image_8/Image_9/Text_1_0,ccb8f62158a62b25db73b46024522a81,tshirt/PopupTShirtView.csd,,
tshirt,PopupTShirtView.csd,_textBtnGet,免费领取,,/ImageBg/_node1/_buttonGet/_textBtnGet,ccb8f62158a62b25db73b46024522a81,tshirt/PopupTShirtView.csd,1,
tshirt,PopupTShirtView.csd,Text_8,请确认地址是否准确，以免无法配送！,,/ImageBg/_node2/Text_8,ccb8f62158a62b25db73b46024522a81,tshirt/PopupTShirtView.csd,,
tshirt,PopupTShirtView.csd,Text_4,尺码,,/ImageBg/_node2/Image_11/Text_4,ccb8f62158a62b25db73b46024522a81,tshirt/PopupTShirtView.csd,,
tshirt,PopupTShirtView.csd,_textSize,请选择您的尺码,,/ImageBg/_node2/Image_11/_textSize,ccb8f62158a62b25db73b46024522a81,tshirt/PopupTShirtView.csd,1,
tshirt,PopupTShirtView.csd,Text_4_0,姓名,,/ImageBg/_node2/Image_11/Text_4_0,ccb8f62158a62b25db73b46024522a81,tshirt/PopupTShirtView.csd,,
tshirt,PopupTShirtView.csd,Text_4_1,电话,,/ImageBg/_node2/Image_11/Text_4_1,ccb8f62158a62b25db73b46024522a81,tshirt/PopupTShirtView.csd,,
tshirt,PopupTShirtView.csd,Text_4_2,地址,,/ImageBg/_node2/Image_11/Text_4_2,ccb8f62158a62b25db73b46024522a81,tshirt/PopupTShirtView.csd,,
universeRace,PopupUniverseRaceAwardPool.csd,Text_38,比赛结束按竞猜排名瓜分,,/ImageBg/Text_38,b3be774f342bd7f7d4e93b36df2579df,universeRace/PopupUniverseRaceAwardPool.csd,,
universeRace,PopupUniverseRaceCheckHero.csd,TextDes,支持需要消耗橙色武将,,/Image_32/TextDes,3425880342d0322bcd9f6154de027dcf,universeRace/PopupUniverseRaceCheckHero.csd,,
universeRace,PopupUniverseRaceCheckHero.csd,TextDes_0,已选择：,,/Image_32/TextDes_0,3425880342d0322bcd9f6154de027dcf,universeRace/PopupUniverseRaceCheckHero.csd,,
universeRace,PopupUniverseRaceReplay.csd,TextPower1,战力：,editor.guildCrossWarGuess.2,/Image_33/TextPower1,e3b94995a51c59980b566381f1ff9338,universeRace/PopupUniverseRaceReplay.csd,,
universeRace,PopupUniverseRaceReplay.csd,TextPower2,战力：,editor.guildCrossWarGuess.2,/Image_33/TextPower2,e3b94995a51c59980b566381f1ff9338,universeRace/PopupUniverseRaceReplay.csd,,
universeRace,UniverseRaceAwardPoolCell.csd,_textDesc,独享50%的奖金池,,/_resourceNode/_textDesc,005025c848f862ab94885a156ea12872,universeRace/UniverseRaceAwardPoolCell.csd,1,
universeRace,UniverseRaceBattleLayer.csd,_textWaitTip,"其他比赛还在进行中
请等待片刻",editor.singleRace.2,/_textWaitTip,cdf4ae7198273c92e3e1731d0c75db71,universeRace/UniverseRaceBattleLayer.csd,,
universeRace,UniverseRaceBattleLayer.csd,_textMoveTip,拖动武将即时调整站位,editor.singleRace.3,/_panelDesign/_nodeMid/_textMoveTip,cdf4ae7198273c92e3e1731d0c75db71,universeRace/UniverseRaceBattleLayer.csd,,
universeRace,UniverseRaceBattleLayer.csd,_textOpenTitle,"开战
倒计时",editor.singleRace.4,/_panelDesign/_nodeMid/ImageOpenBG/_textOpenTitle,cdf4ae7198273c92e3e1731d0c75db71,universeRace/UniverseRaceBattleLayer.csd,,
universeRace,UniverseRaceBattleLayer.csd,Text_5,一,editor.teamSuggest.4,/_panelDesign/_nodeMid/_panelPlayer1/ImageKnightPos1/Image_8/Text_5,cdf4ae7198273c92e3e1731d0c75db71,universeRace/UniverseRaceBattleLayer.csd,,
universeRace,UniverseRaceBattleLayer.csd,Text_5,四,editor.teamSuggest.1,/_panelDesign/_nodeMid/_panelPlayer1/ImageKnightPos4/Image_8/Text_5,cdf4ae7198273c92e3e1731d0c75db71,universeRace/UniverseRaceBattleLayer.csd,,
universeRace,UniverseRaceBattleLayer.csd,Text_5,五,editor.teamSuggest.2,/_panelDesign/_nodeMid/_panelPlayer1/ImageKnightPos5/Image_8/Text_5,cdf4ae7198273c92e3e1731d0c75db71,universeRace/UniverseRaceBattleLayer.csd,,
universeRace,UniverseRaceBattleLayer.csd,Text_5,二,editor.teamSuggest.5,/_panelDesign/_nodeMid/_panelPlayer1/ImageKnightPos2/Image_8/Text_5,cdf4ae7198273c92e3e1731d0c75db71,universeRace/UniverseRaceBattleLayer.csd,,
universeRace,UniverseRaceBattleLayer.csd,Text_5,三,editor.teamSuggest.6,/_panelDesign/_nodeMid/_panelPlayer1/ImageKnightPos3/Image_8/Text_5,cdf4ae7198273c92e3e1731d0c75db71,universeRace/UniverseRaceBattleLayer.csd,,
universeRace,UniverseRaceBattleLayer.csd,Text_5,六,editor.teamSuggest.3,/_panelDesign/_nodeMid/_panelPlayer1/ImageKnightPos6/Image_8/Text_5,cdf4ae7198273c92e3e1731d0c75db71,universeRace/UniverseRaceBattleLayer.csd,,
universeRace,UniverseRaceBattleLayer.csd,Text_5,一,editor.teamSuggest.4,/_panelDesign/_nodeMid/_panelPlayer2/ImageKnightPos1/Image_8/Text_5,cdf4ae7198273c92e3e1731d0c75db71,universeRace/UniverseRaceBattleLayer.csd,,
universeRace,UniverseRaceBattleLayer.csd,Text_5,四,editor.teamSuggest.1,/_panelDesign/_nodeMid/_panelPlayer2/ImageKnightPos4/Image_8/Text_5,cdf4ae7198273c92e3e1731d0c75db71,universeRace/UniverseRaceBattleLayer.csd,,
universeRace,UniverseRaceBattleLayer.csd,Text_5,五,editor.teamSuggest.2,/_panelDesign/_nodeMid/_panelPlayer2/ImageKnightPos5/Image_8/Text_5,cdf4ae7198273c92e3e1731d0c75db71,universeRace/UniverseRaceBattleLayer.csd,,
universeRace,UniverseRaceBattleLayer.csd,Text_5,二,editor.teamSuggest.5,/_panelDesign/_nodeMid/_panelPlayer2/ImageKnightPos2/Image_8/Text_5,cdf4ae7198273c92e3e1731d0c75db71,universeRace/UniverseRaceBattleLayer.csd,,
universeRace,UniverseRaceBattleLayer.csd,Text_5,三,editor.teamSuggest.6,/_panelDesign/_nodeMid/_panelPlayer2/ImageKnightPos3/Image_8/Text_5,cdf4ae7198273c92e3e1731d0c75db71,universeRace/UniverseRaceBattleLayer.csd,,
universeRace,UniverseRaceBattleLayer.csd,Text_5,六,editor.teamSuggest.3,/_panelDesign/_nodeMid/_panelPlayer2/ImageKnightPos6/Image_8/Text_5,cdf4ae7198273c92e3e1731d0c75db71,universeRace/UniverseRaceBattleLayer.csd,,
universeRace,UniverseRaceBattleLayer.csd,Text111,支持人数：,,/_panelDesign/_nodeMid/_imageBetBg1/Text111,cdf4ae7198273c92e3e1731d0c75db71,universeRace/UniverseRaceBattleLayer.csd,,
universeRace,UniverseRaceBattleLayer.csd,Text222,支持人数：,,/_panelDesign/_nodeMid/_imageBetBg2/Text222,cdf4ae7198273c92e3e1731d0c75db71,universeRace/UniverseRaceBattleLayer.csd,,
universeRace,UniverseRaceBattlePlayerNode.csd,TextTip1,"主公威名在外，您的对手不战而逃
恭喜主公晋级下一轮",editor.singleRace.8,/ImageBg1/TextTip1,2fff80fd9ebe7c18ba054bcdcb1bb1f1,universeRace/UniverseRaceBattlePlayerNode.csd,,
universeRace,UniverseRaceBattlePlayerNode.csd,TextTip2,"主公威名在外，您的对手不战而逃
恭喜主公晋级下一轮",editor.singleRace.8,/ImageBg2/TextTip2,2fff80fd9ebe7c18ba054bcdcb1bb1f1,universeRace/UniverseRaceBattlePlayerNode.csd,,
universeRace,UniverseRaceGuessAwardNode.csd,Text1_0,奖励发放倒计时,,/Text1_0,d0dcc6162193083aed2dd02f4e2a0bba,universeRace/UniverseRaceGuessAwardNode.csd,,
universeRace,UniverseRaceGuessAwardNode.csd,Text1,我已猜中场次,,/Image_1/Text1,d0dcc6162193083aed2dd02f4e2a0bba,universeRace/UniverseRaceGuessAwardNode.csd,,
universeRace,UniverseRaceGuessCell.csd,Text_16,战力：,editor.guildCrossWarGuess.2,/ResourceNode/Node_1/Text_16,efe21847cc8a217d64d9a5a42b16ee7d,universeRace/UniverseRaceGuessCell.csd,,
universeRace,UniverseRaceGuessCell.csd,Text_16_1,支持人数：,,/ResourceNode/Node_1/Text_16_1,efe21847cc8a217d64d9a5a42b16ee7d,universeRace/UniverseRaceGuessCell.csd,,
universeRace,UniverseRaceGuessCell.csd,Text_16_0,战力：,editor.guildCrossWarGuess.2,/ResourceNode/Node_2/Text_16_0,efe21847cc8a217d64d9a5a42b16ee7d,universeRace/UniverseRaceGuessCell.csd,,
universeRace,UniverseRaceGuessCell.csd,Text_16_1_0,支持人数：,,/ResourceNode/Node_2/Text_16_1_0,efe21847cc8a217d64d9a5a42b16ee7d,universeRace/UniverseRaceGuessCell.csd,,
universeRace,UniverseRaceGuessMultipleNode.csd,_textGuessTitle,串联猜中奖励,,/_textGuessTitle,2a193a86bdd715e4fe13bec5b17b8596,universeRace/UniverseRaceGuessMultipleNode.csd,,
