﻿文件夹,文件名,控件名,控件文本,Key,控件路径,md5,文件路径
common,CommonAttrBookNode.csd,TextName,攻击：,editor.common.42,/TextName,c91d81e850593c655dcc21d552d73e23,common/CommonAttrBookNode.csd
common,CommonAttrDiff.csd,TextName,攻击:,,/TextName,98004fbb9b135368f75dc8a017251012,common/CommonAttrDiff.csd
common,CommonAttrDiff2.csd,TextName,攻击:,,/TextName,e5c3513fb81b639b51dcd9d21cf21ecd,common/CommonAttrDiff2.csd
common,CommonAttrDiff3.csd,TextName,全体攻击 :,,/TextName,288dc750e0260280df4790f052907152,common/CommonAttrDiff3.csd
common,CommonAttrDiff3.csd,TextName2,全体攻击 :,,/TextName2,288dc750e0260280df4790f052907152,common/CommonAttrDiff3.csd
common,CommonAttrNode.csd,TextName,名字：,,/TextName,9e2f1cb721c6e51b6cd567fb52f5d100,common/CommonAttrNode.csd
common,CommonAvatarName.csd,TextName,名字+7,,/TextName,7640eaa2d150d5d5948caab8d1c17630,common/CommonAvatarName.csd
common,CommonAvatarProperty.csd,Name2,名字+7,,/Name2,10c875ab7f360e5d8264788213fe24e2,common/CommonAvatarProperty.csd
common,CommonBubble.csd,Text_1,每周都可购买一次VIP折扣礼包！,,/_imagePopo/Text_1,6199d721826edca6f345a7775889b1bd,common/CommonBubble.csd
common,CommonButtonDelete.csd,Text,中按钮,editor.common.10,/Text,c51dddf57cc7588fe46d920dfd32a4c1,common/CommonButtonDelete.csd
common,CommonButtonDelete2.csd,Text,中按钮,editor.common.10,/Text,66983cd52c7ae6f3446a38245dc837be,common/CommonButtonDelete2.csd
common,CommonButtonEdit.csd,Text,点击修改,,/Button/Text,ec221b43334bec13d51d68a78f7cb15f,common/CommonButtonEdit.csd
common,CommonButtonLargeHighlight.csd,Text,一级,,/Text,dac5ee9ab80b03bb693a57853a49353d,common/CommonButtonLargeHighlight.csd
common,CommonButtonLargeNormal.csd,Text,一级,,/Text,de1462656504f519f6d86b95d511e32d,common/CommonButtonLargeNormal.csd
common,CommonButtonLargeNormal3.csd,Text,大型按钮,,/Text,af5e74e4ed0bb2068d8b3469afed51bc,common/CommonButtonLargeNormal3.csd
common,CommonButtonLevel0Highlight.csd,Text,一级,,/Text,476baa40f9d866cf4ef4a8075d728035,common/CommonButtonLevel0Highlight.csd
common,CommonButtonLevel0Normal.csd,Text,一级,,/Text,c4ea4f767873f408e1d56c9e05ab87aa,common/CommonButtonLevel0Normal.csd
common,CommonButtonLevel1Highlight.csd,Text,一级,,/Text,547e200edca643a34d7435b9dc164e55,common/CommonButtonLevel1Highlight.csd
common,CommonButtonLevel1Normal.csd,Text,一级,,/Text,77f85644142e2e87a4a4e4d09424d2b6,common/CommonButtonLevel1Normal.csd
common,CommonButtonLevel2Highlight.csd,Text,中按钮,editor.common.10,/Text,fd569b0341dc441210b33a629cdbad8c,common/CommonButtonLevel2Highlight.csd
common,CommonButtonLevel2Normal.csd,Text,中按钮,editor.common.10,/Text,752de7b4141a8880a14ce418dbc64a11,common/CommonButtonLevel2Normal.csd
common,CommonButtonLevel3.csd,Text,中按钮,editor.common.10,/Text,ea497cfd0b59b8d6d72364a1929de1d4,common/CommonButtonLevel3.csd
common,CommonButtonLevel4Highlight.csd,Text,一级,,/Text,2f37d3bd68ceb0c6150bb2a2d540cbef,common/CommonButtonLevel4Highlight.csd
common,CommonButtonLevel5Highlight.csd,Text,一级,,/Text,341bb0d3883c5823211aac7783d7e7a8,common/CommonButtonLevel5Highlight.csd
common,CommonButtonLevel5Normal.csd,Text,一级,,/Text,22b30d3fffd0055394aab134d799f0de,common/CommonButtonLevel5Normal.csd
common,CommonButtonLevelPaimaiHightlight.csd,Text,一级,,/Text,a1d617eb9ef6d84501add9d4bf5aebdb,common/CommonButtonLevelPaimaiHightlight.csd
common,CommonButtonMediumHighlight.csd,Text,中按钮,editor.common.10,/Text,db952218878c2710473475a6092c9b9b,common/CommonButtonMediumHighlight.csd
common,CommonButtonMediumNormal.csd,Text,中按钮,editor.common.10,/Text,0df895270860801942060ee6a3a58ec7,common/CommonButtonMediumNormal.csd
common,CommonButtonSelect.csd,Text,中按钮,editor.common.10,/Text,aad23842b0820db8f810c7e507d0e798,common/CommonButtonSelect.csd
common,CommonButtonSelect2.csd,Text,中按钮,editor.common.10,/Text,f9e59e86682faad996e86c99493f1a0e,common/CommonButtonSelect2.csd
common,CommonButtonSmallNormal.csd,Text,按 钮,,/Text,b8e741ae49635d4c0c21ed3ab4938153,common/CommonButtonSmallNormal.csd
common,CommonButtonSmallNormal2.csd,Text,按钮,,/Text,cb2c860762b2f3f6df85d14fc24da54a,common/CommonButtonSmallNormal2.csd
common,CommonButtonSwitchLevel0.csd,Text,一级,,/Text,ade0d9fd58f2f7deb7c7ec4347c75360,common/CommonButtonSwitchLevel0.csd
common,CommonButtonSwitchLevel1.csd,Text,一级,,/Text,f1278e0d624e9a2ea63d0c09127e1942,common/CommonButtonSwitchLevel1.csd
common,CommonButtonSwitchLevel2.csd,Text,中按钮,editor.common.10,/Text,d59f7bf77e3113f18f845258002afe5a,common/CommonButtonSwitchLevel2.csd
common,CommonButtonSwitchLevel4.csd,Text,一级,,/Text,41359eb444fbc5f0ec5a6670339ff2bf,common/CommonButtonSwitchLevel4.csd
common,CommonButtonSwitchLevel5.csd,Text,中按钮,editor.common.10,/Text,9cb110c5dfbb163cc0d34b80d2e72e83,common/CommonButtonSwitchLevel5.csd
common,CommonButtonTriggle.csd,Text,解 散,,/Text,b87a7d191658b9a1bf9d495aaa544fc7,common/CommonButtonTriggle.csd
common,CommonCheckBoxAnymoreHint.csd,TextNoShow,本次登录不再提示,editor.common.14,/TextNoShow,28d8f3b97ee8e5aa488516e02c4127fa,common/CommonCheckBoxAnymoreHint.csd
common,CommonCheckBoxAnymoreHint1.csd,TextNoShow,本次登录不再提示,editor.common.14,/TextNoShow,0eb94d711002bded837c1dbbb956685d,common/CommonCheckBoxAnymoreHint1.csd
common,CommonCheckBoxHintToRight.csd,TextNoShow,自动同意申请,editor.common.43,/TextNoShow,2ceb4b3f19185506483edce8fa35270f,common/CommonCheckBoxHintToRight.csd
common,CommonContinueNode.csd,Text_continue_desc,点击屏幕继续,editor.common.39,/Text_continue_desc,e2ec2e05dd3580913a4ed9f931077078,common/CommonContinueNode.csd
common,CommonCostNode.csd,TextName,突破丹,,/TextName,acc84fac4bca163143d7edfab868fe20,common/CommonCostNode.csd
common,CommonCountdown.csd,CountDownLabel,行军会议倒计时：,editor.common.2,/CountDownLabel,4bc29f73583103181e940665c3251dc6,common/CommonCountdown.csd
common,CommonCountdown.csd,EndLabel,当前活动已结束,editor.common.3,/EndLabel,4bc29f73583103181e940665c3251dc6,common/CommonCountdown.csd
common,CommonDetailNewTitleWithBg.csd,TextTitle,名    称,,/TextTitle,dbab9fc55e8fdf3497ee853926b78fe7,common/CommonDetailNewTitleWithBg.csd
common,CommonDetailTitle.csd,TextTitle,名称,editor.friend.4,/TextTitle,af2e4c66c9ca35c3d08c1d8b98842377,common/CommonDetailTitle.csd
common,CommonDetailTitleWithBg.csd,TextTitle,名    称,,/TextTitle,6928bdf57dcdf5d3f8764b8df63526f1,common/CommonDetailTitleWithBg.csd
common,CommonEmptyListNode.csd,TextTip,暂无获取途径,,/Image/TextTip,d61b132de83e125c68c7e7d44ebedb6c,common/CommonEmptyListNode.csd
common,CommonEmptyTipNode.csd,TextTip,暂无碎片,editor.common.24,/TextTip,2e9787b8806bd7a924f9a5b65896e11e,common/CommonEmptyTipNode.csd
common,CommonEquipName.csd,TextName,名字+7,,/TextName,0cb446ed26de5369c2065fc249589bd2,common/CommonEquipName.csd
common,CommonEquipName3.csd,TextName,四神。青龙枪,,/TextName,9189cad2776bb0afc55a9643417d9c20,common/CommonEquipName3.csd
common,CommonFullScreen.csd,TextTitle,道具,,/PanelBg/TextTitle,d143400bcd763c608ed9cfa6c21dc7ca,common/CommonFullScreen.csd
common,CommonFullScreen.csd,TextPrefix,数量：,editor.handbook.1,/PanelBg/TextPrefix,d143400bcd763c608ed9cfa6c21dc7ca,common/CommonFullScreen.csd
common,CommonFullScreenTitle.csd,TextTitle,道  具,,/TextTitle,98de6de1250b8d38def8d51e009d2409,common/CommonFullScreenTitle.csd
common,CommonFullScreenTitleNoBg.csd,TextTitle,道  具,,/TextTitle,464495686b8e2bb534652de881f9a61c,common/CommonFullScreenTitleNoBg.csd
common,CommonGoldenHeroName.csd,Text_1,水镜,,/Text_1,06e961155212fab03ca88fc3f5189693,common/CommonGoldenHeroName.csd
common,CommonGuildFlag.csd,TextGuildName,无敌,,/ImageFlag/TextGuildName,cd9ad90a93e9eb60059a10c81046d4ed,common/CommonGuildFlag.csd
common,CommonGuildFlagVertical.csd,TextGuildName1,红,,/TextGuildName1,cd4edae7c6bc17226bf338d05255923a,common/CommonGuildFlagVertical.csd
common,CommonGuildFlagVertical.csd,TextGuildName2,将,,/TextGuildName2,cd4edae7c6bc17226bf338d05255923a,common/CommonGuildFlagVertical.csd
common,CommonGuildTalk.csd,Text_talk,哪里走！！,,/Image_talk_bg/Text_talk,164440d1409a52513fc61f6504c50b84,common/CommonGuildTalk.csd
common,CommonHeroAvatar.csd,Text_name,武将武将,,/Text_name,37b1074eb529187e8b314f274ed46ff2,common/CommonHeroAvatar.csd
common,CommonHeroAvatar.csd,Text_talk,"一二三四五六七八九十
一二三四五六七八九十
一二三四五六七八九十
一二三四五六七八九十",,/Image_talk_bg/Text_talk,37b1074eb529187e8b314f274ed46ff2,common/CommonHeroAvatar.csd
common,CommonHeroAvatar.csd,Text_talk2,哪里走！！,,/Image_talk_bg2left/Text_talk2,37b1074eb529187e8b314f274ed46ff2,common/CommonHeroAvatar.csd
common,CommonHeroAvatar.csd,Text_v_name,孙策,,/Panel_v_name/Text_v_name,37b1074eb529187e8b314f274ed46ff2,common/CommonHeroAvatar.csd
common,CommonHeroName.csd,TextName,名字+7,,/TextName,d083d2148bc18ac9396d8c3a03ccb1f4,common/CommonHeroName.csd
common,CommonHeroName2.csd,TextName,名字+7,,/TextName,ae86dabb994c68879cfa3539a1928d9d,common/CommonHeroName2.csd
common,CommonHistoryHeroName.csd,Text_1,秦始皇,,/Text_1,d24f890f9e090807668c0e11480764e1,common/CommonHistoryHeroName.csd
common,CommonHorseName.csd,TextName,名字名字+7名字,,/TextName,30ce222122a2fce72da41dd5c4f6cf94,common/CommonHorseName.csd
common,CommonIconNameNode.csd,Icon_name,物品名称,editor.auction.4,/Panel_root/Icon_name,2ddb8671c774f790cea8351e444da3e6,common/CommonIconNameNode.csd
common,CommonImageButtonLevel1Highlight.csd,Text,观  看,editor.common.40,/Text,527bca7f6c8c1158ab95ac3e7d1e4620,common/CommonImageButtonLevel1Highlight.csd
common,CommonInstrumentName.csd,TextName,名字+7,,/TextName,b1d9e8472b933fb0ddf89eeddfe39a26,common/CommonInstrumentName.csd
common,CommonInstrumentProperty.csd,Name2,名字+7,,/Name2,8a9eb3008b90b90d1f8593822f6307cc,common/CommonInstrumentProperty.csd
common,CommonItemListExchangeNode.csd,NodeOr,或,editor.common.36,/ScrollViewSrc/NodeOr,1946ce0734eae88bba808bfba167d128,common/CommonItemListExchangeNode.csd
common,CommonJadeProperty.csd,Name2,哈哈哈,,/Name2,42cb4b28d642efe46ac41f4cc68b2286,common/CommonJadeProperty.csd
common,CommonLeftTabNode.csd,Text_desc,道具商店,,/Panel_tab/Text_desc,73ebf2815dc92cbe819903276138fb97,common/CommonLeftTabNode.csd
common,CommonLevelUpAttr.csd,Text_desc,等  级：,editor.guild.46,/Panel_root/Node_left/Text_desc,f278cf8eb6fdb5f713ecdcf1b6d632c2,common/CommonLevelUpAttr.csd
common,CommonListCellBase.csd,TextName,名字+7,,/Panel/TextName,a0e97fad9ed9799caa44634117481992,common/CommonListCellBase.csd
common,CommonMainHeroNode.csd,Text_official,【无】,editor.mineCraft.8,/Node_root/Text_official,b93305538314b147621ac811fc17a169,common/CommonMainHeroNode.csd
common,CommonMainHeroNode.csd,Text_heroName,没名字的玩家,editor.mineCraft.7,/Node_root/Text_heroName,b93305538314b147621ac811fc17a169,common/CommonMainHeroNode.csd
common,CommonMainMenu.csd,Text,文字,,/Node_root/Text,42506dc0a572a08ac767e1f881dab830,common/CommonMainMenu.csd
common,CommonMasterInfoNode.csd,TextName,强化大师20级：,,/PanelBg/TextName,68c7f11be4ac747277e07636cf7afc8b,common/CommonMasterInfoNode.csd
common,CommonMaterialIcon.csd,TextValue,经验500,,/TextValue,674bb5787d439f7a7519ce4100176cea,common/CommonMaterialIcon.csd
common,CommonNormalLargePop.csd,Text_title,标 题,,/Image_bg_all/Text_title,0b2968c9018989942ada70aedbc66c18,common/CommonNormalLargePop.csd
common,CommonNormalLargePop2.csd,Text_title,标 题,,/Image_bg_all/Text_title,8b0f8e66a2d2b18aa99e370ef9969d56,common/CommonNormalLargePop2.csd
common,CommonNormalLargePop3.csd,Text_title,标 题,,/Image_bg_all/Text_title,1a12651555418d0c3b7a157af914b74f,common/CommonNormalLargePop3.csd
common,CommonNormalLargePop7.csd,Text_title,公   告,editor.common.20,/Image_bg_all/Text_title,e2000e2c9d6277377388db1f4d747c4c,common/CommonNormalLargePop7.csd
common,CommonNormalLargeWithChatPop.csd,Text_title,标 题,,/Image_bg_all/Text_title,6a21eab55b822200cb2a7262ac56eee8,common/CommonNormalLargeWithChatPop.csd
common,CommonNormalMidPop.csd,Text_title,标 题,,/Image_bg_all/Text_title,7be52bd8e7c90910832b464c338e38ac,common/CommonNormalMidPop.csd
common,CommonNormalMidPop2.csd,Text_title,标 题,,/Image_bg_all/Text_title,a9a322c55d92fcee8c155855394fe969,common/CommonNormalMidPop2.csd
common,CommonNormalMiniMaxPop.csd,Text_title,选择服务器,,/Image_bg_all/Text_title,c9cfb72be13f65853a0f41d37a4426a8,common/CommonNormalMiniMaxPop.csd
common,CommonNormalMiniPop.csd,Text_title,体力补充,editor.common.21,/Image_bg_all/Text_title,5cc841494c64739a7f25cb9bfa9e27f7,common/CommonNormalMiniPop.csd
common,CommonNormalMiniPop2.csd,Text_title,体力补充,editor.common.21,/Image_bg_all/Image_1/Text_title,ad72f445b844051403f2d3f1a2dcb673,common/CommonNormalMiniPop2.csd
common,CommonNormalMiniPop3.csd,Text_title,体力补充,editor.common.21,/Image_bg_all/Text_title,1c351a07ca70f66318f3b674400bc0c1,common/CommonNormalMiniPop3.csd
common,CommonNormalMiniPop4.csd,Text_title,体力补充,editor.common.21,/Image_bg_all/Text_title,486e7a0433d1431d7e8efa521fe8085b,common/CommonNormalMiniPop4.csd
common,CommonNormalSmallMPop.csd,Text_title,选择颜色,,/Image_bg_all/Text_title,53f26cffc709e936a5cb8fca2885915f,common/CommonNormalSmallMPop.csd
common,CommonNormalSmallPop.csd,Text_title,购买道具,,/Image_bg_all/Text_title,c5623570931ec010234e4cc74958acbc,common/CommonNormalSmallPop.csd
common,CommonNormalSmallPop2.csd,Text_title,购买道具,,/Image_bg_all/Text_title,4294a7060ce497dfef91ec5c6c3e16a9,common/CommonNormalSmallPop2.csd
common,CommonNormalSmallPop3.csd,Text_title,批量使用,,/Image_bg_all/Image_1/Text_title,b120529f0ee6d4b62b03a0a03fba591a,common/CommonNormalSmallPop3.csd
common,CommonNormalSmallXSPop.csd,Text_title,批量使用,,/Image_bg_all/Image_1/Text_title,ffcadb7ccad670a2bae7d58ab9b936fc,common/CommonNormalSmallXSPop.csd
common,CommonNormalSmallXXSPop.csd,Text_title,批量使用,,/Image_bg_all/Image_1/Text_title,2881d0a4a40e37a087b497dea1c4f0ed,common/CommonNormalSmallXXSPop.csd
common,CommonPetMainAvatar.csd,Text_pet_state,上阵,,/Node_root/Node_Info/ImageInfo/Text_pet_state,9693076d563ef0b36583a56bb1332bc7,common/CommonPetMainAvatar.csd
common,CommonPetMainAvatar.csd,Text_petName,没名字的玩家,editor.mineCraft.7,/Node_root/Node_Info/ImageInfo/Panel_widget/Text_petName,9693076d563ef0b36583a56bb1332bc7,common/CommonPetMainAvatar.csd
common,CommonPetMainAvatar.csd,Text_petLevel,100级,,/Node_root/Node_Info/ImageInfo/Panel_widget/Text_petLevel,9693076d563ef0b36583a56bb1332bc7,common/CommonPetMainAvatar.csd
common,CommonPetVName.csd,Text_Name,神 龙,,/Image_color/Text_Name,fe180513965f8769e882f9ada95051ae,common/CommonPetVName.csd
common,CommonPlayerLevelUp.csd,Text_desc,武将等级上限,,/Panel_root/Node_left/Text_desc,83c27d6aeb4f0afd817a476064079866,common/CommonPlayerLevelUp.csd
common,CommonPlayerName.csd,TextPlayerName,玩家名称七个字,,/TextPlayerName,cdbff5e94c23a3e7ae385e30eef487da,common/CommonPlayerName.csd
common,CommonPointName.csd,Text_Name,"荆
州",,/Text_Name,b0576ff83c83eb759aa55acd4e06500c,common/CommonPointName.csd
common,CommonPopupAward.csd,Text_title,标题,,/Image_title_bg/Text_title,30d1c9f0a18bbc9171977a8fa3cec925,common/CommonPopupAward.csd
common,CommonPopupNormal.csd,Text_title,标题,,/Text_title,def6800ba84ee55cc6eb646002f44365,common/CommonPopupNormal.csd
common,CommonPopupNotice.csd,Text_title,标题,,/Text_title,4097a4758760dc70f8df70626a052b3f,common/CommonPopupNotice.csd
common,CommonPopupSmall.csd,Text_title,标题,,/Text_title,2b63898db80d81ae94a6f791d462a93e,common/CommonPopupSmall.csd
common,CommonPopupStageDetailBG.csd,TextDrop,概率掉落：,,/TextDrop,a0ae3d8eabe09a6c1326e9ddd250b3be,common/CommonPopupStageDetailBG.csd
common,CommonPopupStageDetailBG.csd,TextStamina,消耗体力：,editor.stage.8,/TextBG/TextStamina,a0ae3d8eabe09a6c1326e9ddd250b3be,common/CommonPopupStageDetailBG.csd
common,CommonPopupStageDetailBG.csd,TextReward,通关获得：,editor.stage.9,/TextBG2/TextReward,a0ae3d8eabe09a6c1326e9ddd250b3be,common/CommonPopupStageDetailBG.csd
common,CommonPopupStageDetailBG.csd,Text_title,关羽入侵,,/LabelBG/Text_title,a0ae3d8eabe09a6c1326e9ddd250b3be,common/CommonPopupStageDetailBG.csd
common,CommonPowerUpButton.csd,String_Title,精英副本,editor.chapter.3,/Image_Touch/String_Title,03f1f73eef8537e5224bc74ec79164e2,common/CommonPowerUpButton.csd
common,CommonPriceDiscountInfo.csd,Text_title,原价：,editor.day7activity.1,/Text_title,b05d269717feb81ed355a2af55b53b8c,common/CommonPriceDiscountInfo.csd
common,CommonPriceDiscountInfo2.csd,Text_title,现价：,editor.day7activity.2,/Text_title,47fa9a926dd49bff21fa0607015a916e,common/CommonPriceDiscountInfo2.csd
common,CommonPriceDiscountInfo3.csd,Text_title,现价：,editor.day7activity.2,/Text_title,2f3ed904d9b50ef51fe0880bf1e8b9b2,common/CommonPriceDiscountInfo3.csd
common,CommonPriceShowInfo.csd,Text_title,现价：,editor.day7activity.2,/Text_title,0470b0f9faf941b5ee560226f19c95e3,common/CommonPriceShowInfo.csd
common,CommonPriceShowInfo2.csd,Text_title,原价：,editor.day7activity.1,/Text_title,467f108fb07c492fc2621808f9831c95,common/CommonPriceShowInfo2.csd
common,CommonPriceShowInfo3.csd,Text_title,原价：,editor.day7activity.1,/Text_title,a9c2222f2c1ae21cc123864622882912,common/CommonPriceShowInfo3.csd
common,CommonPromptSilverNode.csd,Text_crt,暴击X3,,/Text_crt,51ba6503c9aa08439040fedfe6ca6605,common/CommonPromptSilverNode.csd
common,CommonResourceInfo.csd,Text_ResName,奖励：,editor.achievement.1,/Text_ResName,246ffd96b14f46213e11b5df1952c178,common/CommonResourceInfo.csd
common,CommonResourceInfoRefresh.csd,Text_ResName,消耗刷新令：,editor.shop.3,/Text_ResName,3bffa279fe7a8a7d9eb4f9d1b23eb15a,common/CommonResourceInfoRefresh.csd
common,CommonRewardListNode.csd,NodeOr,或,editor.common.36,/ScrollView/Node/NodeOr,49b1a7160b65b35e98a004b43b9c61a7,common/CommonRewardListNode.csd
common,CommonRewardLogItem.csd,Text_106,沪上外滩周杰伦,,/Text_106,1e11b151a5cad8939eb6f7f0895a0123,common/CommonRewardLogItem.csd
common,CommonSelectNumNode.csd,Text_batch_use,批量选择：,,/Panel_addInfo/Text_batch_use,c52b31cad840d49a9f4356d400833b20,common/CommonSelectNumNode.csd
common,CommonShopItemCell.csd,Text_item_name,黄盖碎片,,/Image_1/Text_item_name,770061829030dd22648fba3de56a6ccf,common/CommonShopItemCell.csd
common,CommonShopItemCell.csd,Text_button_desc,今日可买10次,,/Image_1/Text_button_desc,770061829030dd22648fba3de56a6ccf,common/CommonShopItemCell.csd
common,CommonShopItemCell.csd,Text_button_desc_1,今日可买10次,,/Image_1/Text_button_desc_1,770061829030dd22648fba3de56a6ccf,common/CommonShopItemCell.csd,,
common,CommonShopItemCell.csd,Text_button_desc_2,今日可买10次,,/Image_1/Text_button_desc_2,770061829030dd22648fba3de56a6ccf,common/CommonShopItemCell.csd,,
common,CommonShopItemCell.csd,Text_button_desc_3,可购买,editor.common.45,/Image_1/Text_button_desc_3,770061829030dd22648fba3de56a6ccf,common/CommonShopItemCell.csd,,
common,CommonShopItemCell2.csd,Text_item_name,黄盖碎片,,/Image_1/Text_item_name,6624d02be0684c7dcec2a75f585eaa7f,common/CommonShopItemCell2.csd
common,CommonShopItemCell2.csd,Text_button_desc,今日可买10次,,/Image_1/Text_button_desc,6624d02be0684c7dcec2a75f585eaa7f,common/CommonShopItemCell2.csd
common,CommonShopItemCell2.csd,Text_button_desc_1,今日可买10次,,/Image_1/Text_button_desc_1,6624d02be0684c7dcec2a75f585eaa7f,common/CommonShopItemCell2.csd,,
common,CommonShopItemCell2.csd,Text_button_desc_2,今日可买10次,,/Image_1/Text_button_desc_2,6624d02be0684c7dcec2a75f585eaa7f,common/CommonShopItemCell2.csd,,
common,CommonShopItemCell2.csd,Text_button_desc_3,今日可买10次,,/Image_1/Text_button_desc_3,6624d02be0684c7dcec2a75f585eaa7f,common/CommonShopItemCell2.csd,,
common,CommonSilkbagAvatar.csd,TextName,曹操锦囊,,/TextName,9e2f1b5c4d4adee68e8f2f2b687c2abc,common/CommonSilkbagAvatar.csd
common,CommonSimpleHeroAvatar.csd,Text_name,武将武将,,/Text_name,92829d55059bb3221627980b93d9f0d9,common/CommonSimpleHeroAvatar.csd
common,CommonTabGroupHorizon.csd,Text_desc,二级页签,,/Panel_tab/Text_desc,07d2c0a47131b495e963585f2dcdefee,common/CommonTabGroupHorizon.csd
common,CommonTabGroupHorizon2.csd,Text_desc,页签,,/Panel_tab/Text_desc,1cb7b0f3b3cb3612864b0559b290c3e2,common/CommonTabGroupHorizon2.csd
common,CommonTabGroupHorizon3.csd,Text_desc,页签,,/Panel_tab/Text_desc,f0bdf9620eeb5ab05ffb6db1aa478f09,common/CommonTabGroupHorizon3.csd
common,CommonTabGroupHorizon4.csd,Text_desc,页签,,/Panel_tab/Text_desc,31c95be33dad548e250d878e5577cf65,common/CommonTabGroupHorizon4.csd
common,CommonTabGroupHorizon6.csd,Text_desc,页签,,/Panel_tab/Text_desc,ee0a13b8f0de7093b3dfdc7bd693ce8c,common/CommonTabGroupHorizon6.csd,,
common,CommonTabGroupHorizonClassify3.csd,Text_desc,二级页签,,/Panel_tab/Text_desc,01f7ba3044cfe1f7a5344bae1f9a05f1,common/CommonTabGroupHorizonClassify3.csd
common,CommonTabGroupHorizonClassify4.csd,Text_desc,欢乐抽奖积分奖励,,/Panel_tab/Text_desc,26714f67f7f81d7963d880d851e59919,common/CommonTabGroupHorizonClassify4.csd
common,CommonTabGroupScrollVertical2.csd,Text_desc,我的服务器,editor.common.17,/ScrollViewTab/CommonTabGroup/Panel_tab/Text_desc,f94a26859d56d5e7289c6ec552ab176a,common/CommonTabGroupScrollVertical2.csd
common,CommonTabGroupSmallHorizon.csd,Text_desc,吴  国,,/Panel_tab/Text_desc,22ded4e6e5c78a8e1a1b020b70cd5e28,common/CommonTabGroupSmallHorizon.csd
common,CommonTabGroupTree.csd,Text_desc,一级页签,,/ScrollViewTab/TabGroup/Panel_tab/Text_desc,9cd2b588b2b5c0860411186e129b10c4,common/CommonTabGroupTree.csd
common,CommonTabGroupTree.csd,Text_desc,一级页签,,/ScrollViewTab/TabGroup/Panel_tab_sub/Text_desc,9cd2b588b2b5c0860411186e129b10c4,common/CommonTabGroupTree.csd
common,CommonTabGroupVertical.csd,Text_desc,一级页签,,/Panel_tab/Text_desc,dc2ef7fdb9c0ec69fc24ebf1e849c7b8,common/CommonTabGroupVertical.csd
common,CommonTabGroupVertical2.csd,Text_desc,一级页签,,/Panel_tab/Text_desc,b735c813e201afce42f3143d87012672,common/CommonTabGroupVertical2.csd
common,CommonTabIcon.csd,Text,名称,editor.friend.4,/Text,71e6583e19f60eb2ebe795d262283f35,common/CommonTabIcon.csd
common,CommonTabIcon2.csd,Text_desc,"情
报",,/Text_desc,dc1147b120ae88d57885f0c1abf72c8c,common/CommonTabIcon2.csd
common,CommonTalkNode.csd,Text_talk,"哪里走走走
哪里走走走",,/Image_talk_bg/Text_talk,c5d6e9d78403afa6ac68aa63bdb75ea8,common/CommonTalkNode.csd
common,CommonTalkNode1.csd,Text_talk,哪里走！！,,/Image_talk_bg/Text_talk,ebe1d4c3ec75c3289e6dbec2bc0c0838,common/CommonTalkNode1.csd
common,CommonTalkNodeFamous.csd,Text_talk,"哪里走走走
哪里走走走",,/Image_talk_bg/Text_talk,82f7b92f60432384616df0125fa6e393,common/CommonTalkNodeFamous.csd
common,CommonTopbarBase.csd,textTitle,系统,editor.chat.4,/Panel_design/Node_left/textTitle,611de6345fde4d69e73182191c127ef1,common/CommonTopbarBase.csd
common,CommonTreasureName.csd,TextName,界·孙子兵法,,/TextName,5924e7fe1bdc7b3ee39b222f384fab89,common/CommonTreasureName.csd
common,CommonTreasureProperty.csd,Name2,界·孙子兵法,,/Name2,9dab6519f5d5a76fd90b82caaaab1ab6,common/CommonTreasureProperty.csd
common,CommonVerticalText.csd,Text,一二三四五六七八,,/Text,b455372e2c5a9f104dc4e4714b21542b,common/CommonVerticalText.csd
common,CommonVoiceButton.csd,Text,3秒,,/Text,7e63c23f3dac79be58377bf84895fa73,common/CommonVoiceButton.csd
common,PopupAccountActivation.csd,_textHint,点击下方输入礼品码,editor.common.18,/Panel_bk/_textHint,911d84538e5326f950702a23c4cb25d3,common/PopupAccountActivation.csd
common,PopupAccountActivation.csd,Text,一键加群,editor.common.19,/Panel_bk/_btnAddQQ/Text,911d84538e5326f950702a23c4cb25d3,common/PopupAccountActivation.csd
common,PopupAdvance.csd,_textOldName,英雄嘿嘿,,/_textOldName,97e3ed14dd3661ab4ccf2639029b2104,common/PopupAdvance.csd
common,PopupAdvance.csd,_textNewName,英雄嘿嘿+1,,/_textNewName,97e3ed14dd3661ab4ccf2639029b2104,common/PopupAdvance.csd
common,PopupBatchUse.csd,_textTips,精力不够，请使用精力丹补补吧！,editor.common.15,/Panel_info/_textTips,032eb242d842aebb77c89d8530791299,common/PopupBatchUse.csd
common,PopupBatchUse.csd,_itemName,武器精炼石二段,,/Panel_info/Node_item/_itemName,032eb242d842aebb77c89d8530791299,common/PopupBatchUse.csd
common,PopupBatchUse.csd,_itemOwnerDesc,当前可合成：,editor.common.16,/Panel_info/Node_item/_itemOwnerDesc,032eb242d842aebb77c89d8530791299,common/PopupBatchUse.csd
common,PopupBindPublicAccount.csd,Text_8,绑定码：,editor.common.25,/Text_8,e84fd11c9d4b89c5f4d04740f28c82c3,common/PopupBindPublicAccount.csd
common,PopupBindPublicAccount.csd,Text_9,（10分钟内有效）,editor.common.26,/Text_9,e84fd11c9d4b89c5f4d04740f28c82c3,common/PopupBindPublicAccount.csd
